statefips,countyfips,state,county,pop10,pop11,pop12,pop13,pop14,pop15
29,125,Missouri,Maries County,9184,9205,9046,9064,9006,8963
29,127,Missouri,Marion County,28785,28791,28804,28850,28875,28880
29,129,Missouri,Mercer County,3778,3784,3717,3684,3711,3694
29,131,Missouri,Miller County,24728,24834,24736,25019,25077,25113
29,133,Missouri,Mississippi County,14325,14249,14298,14237,14221,14036
29,135,Missouri,Moniteau County,15620,15698,15685,15778,15882,15963
29,137,Missouri,Monroe County,8798,8687,8688,8745,8695,8583
29,139,Missouri,Montgomery County,12234,12223,12018,11937,11816,11703
29,141,Missouri,Morgan County,20560,20394,20133,20217,20212,20171
29,143,Missouri,New Madrid County,18935,18792,18483,18324,18248,18208
29,145,Missouri,Newton County,58143,58823,59071,58781,58596,58615
29,147,Missouri,Nodaway County,23377,23431,23375,23225,23090,22810
29,149,Missouri,Oregon County,10930,11064,11003,10987,10890,10953
29,151,Missouri,Osage County,13876,13918,13860,13691,13691,13628
29,153,Missouri,Ozark County,9726,9654,9618,9533,9473,9409
29,155,Missouri,Pemiscot County,18240,18205,18105,17787,17608,17482
29,157,Missouri,Perry County,18974,18910,19047,19137,19222,19183
29,159,Missouri,Pettis County,42267,42134,42288,42186,42213,42255
29,161,Missouri,Phelps County,45313,45186,45227,44978,44960,44794
29,163,Missouri,Pike County,18484,18639,18532,18579,18485,18348
29,165,Missouri,Platte County,89705,90808,92090,93241,94735,96096
29,167,Missouri,Polk County,31164,31190,31078,31007,31032,31229
29,169,Missouri,Pulaski County,52845,53268,53401,53791,53535,53221
29,171,Missouri,Putnam County,4970,4960,4937,4878,4840,4858
29,173,Missouri,Ralls County,10192,10299,10259,10181,10280,10196
29,175,Missouri,Randolph County,25441,25259,25309,24938,25065,25104
29,177,Missouri,Ray County,23472,23314,23053,23023,22950,22810
29,179,Missouri,Reynolds County,6677,6681,6660,6579,6540,6432
29,181,Missouri,Ripley County,14101,14133,14030,14014,13969,13802
29,183,Missouri,St. Charles County,361831,365237,369048,374200,379952,385590
29,185,Missouri,St. Clair County,9816,9701,9511,9493,9454,9440
29,186,Missouri,Ste. Genevieve County,18118,18231,17872,17946,17984,17919
29,187,Missouri,St. Francois County,65542,65559,65841,66181,65948,66520
29,189,Missouri,St. Louis County,998792,999016,1000775,1001295,1002188,1003362
29,195,Missouri,Saline County,23403,23330,23472,23249,23360,23258
29,197,Missouri,Schuyler County,4441,4389,4394,4366,4391,4436
29,199,Missouri,Scotland County,4843,4848,4888,4919,4858,4854
29,201,Missouri,Scott County,39241,39131,39123,39188,38856,39008
29,203,Missouri,Shannon County,8446,8423,8326,8273,8307,8258
29,205,Missouri,Shelby County,6376,6242,6236,6161,6129,6128
29,207,Missouri,Stoddard County,30022,29846,29833,29776,29870,29862
29,209,Missouri,Stone County,32058,31867,31627,31337,31101,30943
29,211,Missouri,Sullivan County,6721,6671,6563,6500,6474,6353
29,213,Missouri,Taney County,51925,52640,52992,53414,54138,54592
29,215,Missouri,Texas County,26028,25935,25757,25638,25654,25690
29,217,Missouri,Vernon County,21124,20980,20762,20889,20935,20826
29,219,Missouri,Warren County,32578,32618,32791,33041,33253,33513
29,221,Missouri,Washington County,25177,25108,25104,25162,25076,24788
29,223,Missouri,Wayne County,13509,13382,13373,13412,13415,13405
29,225,Missouri,Webster County,36273,36296,36326,36463,36880,37483
29,227,Missouri,Worth County,2155,2126,2081,2082,2062,2057
29,229,Missouri,Wright County,18857,18635,18611,18427,18303,18268
29,510,Missouri,St. Louis city,319289,319104,319083,318157,317222,315685
30,000,Montana,Montana,990643,997746,1005157,1014402,1023252,1032949
30,001,Montana,Beaverhead County,9241,9207,9351,9288,9310,9300
30,003,Montana,Big Horn County,12907,13043,12994,13113,13313,13242
30,005,Montana,Blaine County,6490,6562,6643,6574,6635,6577
30,007,Montana,Broadwater County,5626,5720,5749,5670,5631,5689
30,009,Montana,Carbon County,10066,10084,10124,10312,10413,10408
30,011,Montana,Carter County,1155,1143,1176,1165,1176,1180
30,013,Montana,Cascade County,81533,81772,81767,82367,82268,82278
30,015,Montana,Chouteau County,5818,5810,5936,5863,5900,5767
30,017,Montana,Custer County,11692,11766,11839,11917,12068,12135
30,019,Montana,Daniels County,1745,1773,1783,1788,1801,1760
30,021,Montana,Dawson County,8938,9013,9247,9399,9543,9625
30,023,Montana,Deer Lodge County,9299,9262,9223,9280,9152,9139
30,025,Montana,Fallon County,2887,2930,3026,3045,3111,3190
30,027,Montana,Fergus County,11588,11507,11450,11524,11433,11427
30,029,Montana,Flathead County,90868,91184,91616,92973,94726,96165
30,031,Montana,Gallatin County,89626,91353,92600,94647,97276,100739
30,033,Montana,Garfield County,1187,1278,1265,1283,1308,1314
30,035,Montana,Glacier County,13431,13563,13659,13793,13698,13647
30,037,Montana,Golden Valley County,883,840,842,858,852,827
30,039,Montana,Granite County,3072,3145,3108,3131,3215,3240
30,041,Montana,Hill County,16147,16405,16435,16605,16599,16572
30,043,Montana,Jefferson County,11393,11433,11382,11497,11552,11645
30,045,Montana,Judith Basin County,2064,2031,2023,2012,1991,1926
30,047,Montana,Lake County,28778,29023,29025,29078,29204,29457
30,049,Montana,Lewis and Clark County,63605,64258,64857,65346,65904,66418
30,051,Montana,Liberty County,2355,2383,2397,2374,2363,2408
30,053,Montana,Lincoln County,19685,19606,19478,19412,19139,19052
30,055,Montana,McCone County,1737,1711,1698,1707,1704,1683
30,057,Montana,Madison County,7685,7695,7723,7698,7806,7915
30,059,Montana,Meagher County,1889,1890,1903,1921,1865,1830
30,061,Montana,Mineral County,4218,4255,4169,4272,4244,4251
30,063,Montana,Missoula County,109455,110160,111077,111731,112681,114181
30,065,Montana,Musselshell County,4546,4749,4682,4637,4604,4582
30,067,Montana,Park County,15587,15500,15574,15641,15855,15972
30,069,Montana,Petroleum County,492,490,509,506,489,475
30,071,Montana,Phillips County,4258,4198,4120,4163,4186,4169
30,073,Montana,Pondera County,6166,6207,6182,6247,6211,6184
30,075,Montana,Powder River County,1730,1752,1758,1751,1778,1773
30,077,Montana,Powell County,7017,7078,7087,6965,6906,6840
30,079,Montana,Prairie County,1186,1155,1154,1171,1140,1160
30,081,Montana,Ravalli County,40340,40397,40625,40767,40953,41373
30,083,Montana,Richland County,9748,10144,10805,11180,11573,11960
30,085,Montana,Roosevelt County,10443,10531,10891,11122,11340,11476
30,087,Montana,Rosebud County,9249,9349,9371,9307,9335,9398
30,089,Montana,Sanders County,11394,11371,11371,11323,11329,11336
30,091,Montana,Sheridan County,3371,3440,3579,3652,3679,3687
30,093,Montana,Silver Bow County,34230,34374,34484,34536,34730,34622
30,095,Montana,Stillwater County,9116,9167,9199,9301,9287,9486
30,097,Montana,Sweet Grass County,3623,3593,3598,3674,3666,3634
30,099,Montana,Teton County,6079,6085,6070,6063,6046,6104
30,101,Montana,Toole County,5342,5170,5231,5127,5135,5087
30,103,Montana,Treasure County,720,721,732,700,696,697
30,105,Montana,Valley County,7373,7476,7497,7627,7624,7659
30,107,Montana,Wheatland County,2159,2140,2100,2131,2096,2110
30,109,Montana,Wibaux County,1005,989,1056,1128,1125,1130
30,111,Montana,Yellowstone County,148406,149865,151917,154040,155588,157048
31,000,Nebraska,Nebraska,1830025,1842383,1855973,1869300,1882980,1896190
31,001,Nebraska,Adams County,31338,31233,31388,31582,31419,31587
31,003,Nebraska,Antelope County,6668,6632,6529,6451,6403,6414
31,005,Nebraska,Arthur County,464,469,482,452,454,456
31,007,Nebraska,Banner County,697,737,765,768,748,788
31,009,Nebraska,Blaine County,472,496,512,481,501,487
31,011,Nebraska,Boone County,5502,5397,5416,5387,5351,5315
31,013,Nebraska,Box Butte County,11277,11292,11279,11309,11334,11337
31,015,Nebraska,Boyd County,2102,2085,2061,2019,2027,2006
31,017,Nebraska,Brown County,3149,3081,3026,2926,2941,2946
31,019,Nebraska,Buffalo County,46177,46835,47655,48090,48348,48863
31,021,Nebraska,Burt County,6847,6794,6685,6581,6590,6585
31,023,Nebraska,Butler County,8373,8308,8308,8312,8238,8115
31,025,Nebraska,Cass County,25263,25264,25161,25369,25496,25512
31,027,Nebraska,Cedar County,8818,8776,8758,8673,8606,8564
31,029,Nebraska,Chase County,3963,4000,4031,3976,3973,3956
31,031,Nebraska,Cherry County,5705,5740,5730,5774,5760,5848
31,033,Nebraska,Cheyenne County,9971,9974,10059,10065,10120,10167
31,035,Nebraska,Clay County,6545,6480,6414,6381,6326,6309
31,037,Nebraska,Colfax County,10537,10576,10552,10414,10546,10520
31,039,Nebraska,Cuming County,9156,9143,9098,9002,9023,9125
31,041,Nebraska,Custer County,10915,10877,10790,10792,10743,10806
31,043,Nebraska,Dakota County,21033,20834,20793,20867,20717,20781
31,045,Nebraska,Dawes County,9174,9236,9183,9119,9089,9055
31,047,Nebraska,Dawson County,24335,24296,24055,24086,24024,23886
31,049,Nebraska,Deuel County,1937,1971,1972,1929,1936,1921
31,051,Nebraska,Dixon County,5978,6013,5910,5827,5783,5797
31,053,Nebraska,Dodge County,36661,36946,36645,36605,36725,36706
31,055,Nebraska,Douglas County,518664,524677,531554,537994,543985,550064
31,057,Nebraska,Dundy County,2008,1976,1990,1972,1889,1799
31,059,Nebraska,Fillmore County,5876,5839,5731,5664,5634,5619
31,061,Nebraska,Franklin County,3232,3217,3191,3066,3050,2985
31,063,Nebraska,Frontier County,2756,2732,2735,2716,2714,2624
31,065,Nebraska,Furnas County,4952,4936,4903,4849,4883,4862
31,067,Nebraska,Gage County,22294,21955,21746,21827,21662,21900
31,069,Nebraska,Garden County,2080,2046,1964,1905,1912,1918
31,071,Nebraska,Garfield County,2040,1989,1985,2018,1995,2028
31,073,Nebraska,Gosper County,2044,1949,2034,1965,1961,1973
31,075,Nebraska,Grant County,614,633,617,627,620,641
31,077,Nebraska,Greeley County,2542,2533,2455,2481,2481,2429
31,079,Nebraska,Hall County,58814,59586,60333,60854,61509,61680
31,081,Nebraska,Hamilton County,9120,9073,9021,9107,9109,9190
31,083,Nebraska,Harlan County,3417,3442,3416,3500,3478,3452
31,085,Nebraska,Hayes County,961,984,947,972,932,932
31,087,Nebraska,Hitchcock County,2896,2873,2884,2867,2890,2883
31,089,Nebraska,Holt County,10449,10459,10403,10427,10390,10313
31,091,Nebraska,Hooker County,735,743,712,731,726,732
31,093,Nebraska,Howard County,6267,6304,6308,6347,6366,6409
31,095,Nebraska,Jefferson County,7516,7542,7536,7522,7303,7263
31,097,Nebraska,Johnson County,5220,5198,5165,5127,5174,5173
31,099,Nebraska,Kearney County,6485,6555,6515,6501,6588,6585
31,101,Nebraska,Keith County,8363,8223,8214,8121,8109,8063
31,103,Nebraska,Keya Paha County,821,823,797,795,804,804
31,105,Nebraska,Kimball County,3820,3781,3775,3666,3690,3689
31,107,Nebraska,Knox County,8676,8587,8586,8567,8498,8543
31,109,Nebraska,Lancaster County,286187,289989,293624,297577,302742,306468
31,111,Nebraska,Lincoln County,36262,36054,36008,36038,35723,35656
31,113,Nebraska,Logan County,770,769,773,763,752,777
31,115,Nebraska,Loup County,626,614,600,581,587,585
31,117,Nebraska,McPherson County,537,545,504,523,501,475
31,119,Nebraska,Madison County,34935,34998,35115,35232,35169,35039
31,121,Nebraska,Merrick County,7856,7735,7799,7791,7767,7787
31,123,Nebraska,Morrill County,5037,4926,4871,4867,4850,4854
31,125,Nebraska,Nance County,3733,3736,3708,3600,3555,3595
31,127,Nebraska,Nemaha County,7246,7272,7196,7171,7154,7046
31,129,Nebraska,Nuckolls County,4506,4448,4429,4385,4366,4329
31,131,Nebraska,Otoe County,15766,15799,15755,15783,15888,15984
31,133,Nebraska,Pawnee County,2770,2780,2777,2720,2692,2659
31,135,Nebraska,Perkins County,2979,2948,2939,2899,2892,2944
31,137,Nebraska,Phelps County,9187,9162,9222,9201,9201,9296
31,139,Nebraska,Pierce County,7254,7190,7170,7158,7196,7208
31,141,Nebraska,Platte County,32298,32461,32615,32555,32734,32847
31,143,Nebraska,Polk County,5388,5341,5286,5249,5277,5202
31,145,Nebraska,Red Willow County,11052,11011,11015,11016,10860,10829
31,147,Nebraska,Richardson County,8362,8343,8289,8130,8151,8094
31,149,Nebraska,Rock County,1512,1432,1377,1399,1413,1381
31,151,Nebraska,Saline County,14225,14355,14476,14351,14338,14282
31,153,Nebraska,Sarpy County,159755,162667,165875,169437,172291,175692
31,155,Nebraska,Saunders County,20862,20884,20824,20908,20932,21016
31,157,Nebraska,Scotts Bluff County,37074,36932,36913,36852,36463,36261
31,159,Nebraska,Seward County,16798,16739,16977,17065,17098,17110
31,161,Nebraska,Sheridan County,5455,5387,5352,5244,5268,5220
31,163,Nebraska,Sherman County,3149,3141,3124,3108,3072,3091
31,165,Nebraska,Sioux County,1313,1327,1322,1324,1309,1260
31,167,Nebraska,Stanton County,6134,6189,6102,6094,6081,5937
31,169,Nebraska,Thayer County,5220,5174,5156,5187,5228,5163
31,171,Nebraska,Thomas County,650,688,691,698,687,684
31,173,Nebraska,Thurston County,6970,6909,6921,6875,6961,7064
31,175,Nebraska,Valley County,4263,4247,4233,4198,4211,4154
31,177,Nebraska,Washington County,20275,20263,20294,20217,20265,20248
31,179,Nebraska,Wayne County,9606,9452,9498,9415,9391,9367
31,181,Nebraska,Webster County,3816,3768,3755,3668,3668,3625
31,183,Nebraska,Wheeler County,824,815,795,760,765,750
31,185,Nebraska,York County,13654,13753,13819,13836,13909,13806
32,000,Nevada,Nevada,2703440,2718819,2754874,2790366,2838281,2890845
32,001,Nevada,Churchill County,24804,24601,24340,24075,24046,24200
32,003,Nevada,Clark County,1953378,1967290,1998204,2028421,2069146,2114801
32,005,Nevada,Douglas County,47026,47021,46986,47057,47519,47710
32,007,Nevada,Elko County,49076,49523,51106,52516,52731,51935
32,009,Nevada,Esmeralda County,782,758,770,835,825,829
32,011,Nevada,Eureka County,1993,1981,1992,2055,1989,2016
32,013,Nevada,Humboldt County,16592,16651,17090,17347,17228,17019
32,015,Nevada,Lander County,5784,5845,5930,6063,5987,5903
32,017,Nevada,Lincoln County,5358,5263,5337,5216,5120,5036
32,019,Nevada,Lyon County,52070,51463,51115,51355,51766,52585
32,021,Nevada,Mineral County,4771,4627,4667,4553,4506,4478
32,023,Nevada,Nye County,43856,43315,42899,42229,42203,42477
32,027,Nevada,Pershing County,6745,6646,6773,6863,6695,6634
32,029,Nevada,Storey County,3995,3955,3914,3883,3908,3987
32,031,Nevada,Washoe County,422135,425015,429173,433848,440154,446903
32,033,Nevada,White Pine County,10045,10109,9980,9993,9978,9811
32,510,Nevada,Carson City,55030,54756,54598,54057,54480,54521
33,000,New Hampshire,New Hampshire,1316708,1318344,1321393,1322660,1327996,1330608
33,001,New Hampshire,Belknap County,60118,60281,60422,60221,60428,60641
33,003,New Hampshire,Carroll County,47821,47747,47664,47495,47372,47285
33,005,New Hampshire,Cheshire County,76938,76807,76763,76476,76193,75909
33,007,New Hampshire,Coos County,32980,32478,31995,31971,31694,31212
33,009,New Hampshire,Grafton County,89104,89043,89277,89488,89575,89320
33,011,New Hampshire,Hillsborough County,401016,401758,402641,403444,405339,406678
33,013,New Hampshire,Merrimack County,146430,146752,146987,147116,147461,147994
33,015,New Hampshire,Rockingham County,295333,296022,297837,298758,300638,301777
33,017,New Hampshire,Strafford County,123219,124002,124624,124724,126191,126825
33,019,New Hampshire,Sullivan County,43749,43454,43183,42967,43105,42967
34,000,New Jersey,New Jersey,8803881,8842934,8874893,8907384,8938844,8958013
34,001,New Jersey,Atlantic County,274761,275078,275763,276321,275499,274219
34,003,New Jersey,Bergen County,906895,914018,920006,926284,932836,938506
34,005,New Jersey,Burlington County,449218,450549,451227,450103,450677,450226
34,007,New Jersey,Camden County,513594,513185,512993,511922,510967,510923
34,009,New Jersey,Cape May County,97263,96597,96447,95896,95359,94727
34,011,New Jersey,Cumberland County,157155,157570,157677,156977,157099,155854
34,013,New Jersey,Essex County,784597,787006,787707,790935,794962,797434
34,015,New Jersey,Gloucester County,288701,289470,289719,289923,290898,291479
34,017,New Jersey,Hudson County,636317,648350,656840,663565,669502,674836
34,019,New Jersey,Hunterdon County,127342,127203,126495,126252,125810,125488
34,021,New Jersey,Mercer County,367959,367908,369171,370984,371601,371398
34,023,New Jersey,Middlesex County,811249,817516,824638,831107,837339,840900
34,025,New Jersey,Monmouth County,630677,629815,629075,629304,629018,628715
34,027,New Jersey,Morris County,492793,495750,497395,499072,499236,499509
34,029,New Jersey,Ocean County,577643,578931,580592,583090,585916,588721
34,031,New Jersey,Passaic County,502273,504193,505392,507456,509913,510916
34,033,New Jersey,Salem County,65998,66031,65656,65062,64670,64180
34,035,New Jersey,Somerset County,324170,326815,328674,331244,332634,333654
34,037,New Jersey,Sussex County,148815,148097,147048,145826,145004,143673
34,039,New Jersey,Union County,537770,540707,544840,549340,553049,555786
34,041,New Jersey,Warren County,108691,108145,107538,106721,106855,106869
35,000,New Mexico,New Mexico,2064741,2078226,2084792,2086890,2085567,2085109
35,001,New Mexico,Bernalillo County,664117,669492,672948,674942,675647,676685
35,003,New Mexico,Catron County,3734,3707,3643,3574,3534,3456
35,005,New Mexico,Chaves County,65746,65681,65786,65989,65837,65764
35,006,New Mexico,Cibola County,27313,27520,27329,27451,27282,27329
35,007,New Mexico,Colfax County,13735,13615,13226,13046,12684,12414
35,009,New Mexico,Curry County,48959,49688,50713,50631,51055,50398
35,011,New Mexico,De Baca County,2018,1969,1938,1889,1827,1828
35,013,New Mexico,Doña Ana County,210202,212982,214428,214051,214059,214295
35,015,New Mexico,Eddy County,53907,54047,54419,55577,56583,57578
35,017,New Mexico,Grant County,29398,29396,29331,29257,29002,28609
35,019,New Mexico,Guadalupe County,4693,4651,4613,4554,4443,4371
35,021,New Mexico,Harding County,687,709,696,686,677,698
35,023,New Mexico,Hidalgo County,4854,4844,4786,4614,4547,4423
35,025,New Mexico,Lea County,64625,65077,66258,68298,69930,71180
35,027,New Mexico,Lincoln County,20463,20393,20200,19980,19663,19420
35,028,New Mexico,Los Alamos County,18012,18178,18168,17848,17718,17785
35,029,New Mexico,Luna County,25109,25141,24997,24703,24586,24518
35,031,New Mexico,McKinley County,71753,73497,72709,73230,73846,76708
35,033,New Mexico,Mora County,4884,4784,4678,4668,4582,4596
35,035,New Mexico,Otero County,64354,65493,66002,65766,64966,64362
35,037,New Mexico,Quay County,9065,9080,8812,8683,8462,8455
35,039,New Mexico,Rio Arriba County,40307,40322,40246,40027,39686,39465
35,041,New Mexico,Roosevelt County,20014,20456,20340,19997,19626,19120
35,043,New Mexico,Sandoval County,132351,134215,135397,136528,137654,139394
35,045,New Mexico,San Juan County,130140,128016,128359,126564,123990,118737
35,047,New Mexico,San Miguel County,29401,29342,29028,28700,28303,27967
35,049,New Mexico,Santa Fe County,144462,145395,146326,147154,147977,148686
35,051,New Mexico,Sierra County,12023,12025,11878,11557,11332,11282
35,053,New Mexico,Socorro County,17809,17818,17524,17534,17340,17256
35,055,New Mexico,Taos County,32904,32944,32830,32992,33041,32907
35,057,New Mexico,Torrance County,16379,16409,16080,15703,15586,15485
35,059,New Mexico,Union County,4545,4432,4426,4368,4269,4201
35,061,New Mexico,Valencia County,76778,76908,76678,76329,75833,75737
36,000,New York,New York,19402920,19523202,19606981,19691032,19748858,19795791
36,001,New York,Albany County,304069,305010,306419,307776,308729,309381
36,003,New York,Allegany County,48951,48825,48258,48026,47781,47462
36,005,New York,Bronx County,1388264,1400221,1415240,1429123,1441757,1455444
36,007,New York,Broome County,200382,199379,198779,198222,197516,196567
36,009,New York,Cattaraugus County,80260,79851,79383,79016,78638,77922
36,011,New York,Cayuga County,79858,79831,79653,79255,78836,78288
36,013,New York,Chautauqua County,134750,134264,133424,132991,131773,130779
36,015,New York,Chemung County,88969,88997,89277,88523,87469,87071
36,017,New York,Chenango County,50344,50219,49872,49479,49333,48844
36,019,New York,Clinton County,82068,81851,81863,81757,81702,81251
36,021,New York,Columbia County,63020,62640,62551,62298,61979,61509
36,023,New York,Cortland County,49265,49527,49187,49078,48929,48494
36,025,New York,Delaware County,47886,47658,47322,46876,46597,46053
36,027,New York,Dutchess County,297745,298274,297270,296963,296380,295754
36,029,New York,Erie County,919077,919924,920431,921794,923193,922578
36,031,New York,Essex County,39290,39479,39119,38853,38632,38478
36,033,New York,Franklin County,51628,51572,51787,51249,51133,50660
36,035,New York,Fulton County,55468,55273,55045,54546,54173,53992
36,037,New York,Genesee County,60029,60004,59865,59387,59099,58937
36,039,New York,Greene County,49118,48992,48672,48353,47919,47625
36,041,New York,Hamilton County,4834,4831,4793,4758,4706,4712
36,043,New York,Herkimer County,64444,64623,64552,64181,63715,63100
36,045,New York,Jefferson County,116570,118172,120772,119192,118964,117635
36,047,New York,Kings County,2510335,2544744,2573998,2600098,2620720,2636735
36,049,New York,Lewis County,27062,27085,27254,27154,27172,26957
36,051,New York,Livingston County,65241,64890,64869,64764,64763,64717
36,053,New York,Madison County,73433,72974,72496,72559,72257,71849
36,055,New York,Monroe County,744874,747615,748789,750414,750362,749600
36,057,New York,Montgomery County,50284,49924,49827,49771,49729,49642
36,059,New York,Nassau County,1341882,1347270,1350924,1354842,1358673,1361350
36,061,New York,New York County,1588609,1609789,1624885,1631375,1636966,1644518
36,063,New York,Niagara County,216489,215669,214767,214214,213449,212652
36,065,New York,Oneida County,234837,234267,233991,233760,233272,232500
36,067,New York,Onondaga County,467464,467824,467471,469101,468659,468463
36,069,New York,Ontario County,108219,108759,108795,109262,109583,109561
36,071,New York,Orange County,373428,374293,374026,374958,375994,377647
36,073,New York,Orleans County,42847,42703,42469,42323,41944,41582
36,075,New York,Oswego County,122132,122021,121572,121339,120835,120146
36,077,New York,Otsego County,62203,61985,61826,61599,60948,60636
36,079,New York,Putnam County,99795,99907,99644,99596,99252,99042
36,081,New York,Queens County,2235573,2261144,2280072,2302881,2322450,2339150
36,083,New York,Rensselaer County,159372,159731,159636,159784,160083,160266
36,085,New York,Richmond County,469645,471102,470874,472570,473301,474558
36,087,New York,Rockland County,312484,315807,317775,320498,323323,326037
36,089,New York,St. Lawrence County,111822,112477,112595,112222,111753,111007
36,091,New York,Saratoga County,220088,221165,222531,224221,224704,226249
36,093,New York,Schenectady County,154896,154658,154885,154912,154919,154604
36,095,New York,Schoharie County,32687,32658,32071,31849,31656,31330
36,097,New York,Schuyler County,18310,18496,18576,18492,18301,18186
36,099,New York,Seneca County,35245,35359,35381,35258,34890,34833
36,101,New York,Steuben County,98991,99286,99094,98987,98326,97631
36,103,New York,Suffolk County,1494878,1500649,1500001,1502288,1502342,1501587
36,105,New York,Sullivan County,77433,77116,76956,76929,75770,74877
36,107,New York,Tioga County,51074,51022,50378,50210,49930,49453
36,109,New York,Tompkins County,101774,102120,103133,104367,104727,104926
36,111,New York,Ulster County,182421,182676,181839,181054,180787,180143
36,113,New York,Warren County,65684,65693,65421,65146,64954,64688
36,115,New York,Washington County,63292,63083,63041,62744,62402,62230
36,117,New York,Wayne County,93755,93267,93017,92434,91914,91446
36,119,New York,Westchester County,950636,957270,961577,968826,972504,976396
36,121,New York,Wyoming County,42088,41900,41738,41400,41179,41013
36,123,New York,Yates County,25349,25387,25253,25135,25112,25048
37,000,North Carolina,North Carolina,9558979,9651025,9747021,9845432,9940387,10042802
37,001,North Carolina,Alamance County,151581,152947,153822,154886,156357,158276
37,003,North Carolina,Alexander County,37247,37118,36976,37006,37364,37325
37,005,North Carolina,Alleghany County,11145,11025,10927,10889,10878,10837
37,007,North Carolina,Anson County,26873,26517,26321,25958,26122,25759
37,009,North Carolina,Ashe County,27251,27172,27147,27131,27101,27020
37,011,North Carolina,Avery County,17730,17761,17619,17679,17726,17689
37,013,North Carolina,Beaufort County,47781,47692,47507,47440,47513,47651
37,015,North Carolina,Bertie County,21251,20971,20589,20427,20406,20199
37,017,North Carolina,Bladen County,35168,35001,34911,34830,34542,34318
37,019,North Carolina,Brunswick County,108181,110301,112255,115391,118919,122765
37,021,North Carolina,Buncombe County,238776,241345,244243,247618,250297,253178
37,023,North Carolina,Burke County,90687,90712,89995,89386,88807,88842
37,025,North Carolina,Cabarrus County,178649,181299,184409,187477,191929,196762
37,027,North Carolina,Caldwell County,82959,82261,81919,81890,81434,81287
37,029,North Carolina,Camden County,9983,10042,10032,10136,10286,10309
37,031,North Carolina,Carteret County,66697,67356,67729,68447,68730,68879
37,033,North Carolina,Caswell County,23686,23569,23172,23232,22956,22941
37,035,North Carolina,Catawba County,154303,154143,154499,154734,154618,155056
37,037,North Carolina,Chatham County,63781,65179,65772,66668,68609,70928
37,039,North Carolina,Cherokee County,27428,27138,26978,27078,27087,27178
37,041,North Carolina,Chowan County,14746,14811,14727,14734,14616,14394
37,043,North Carolina,Clay County,10582,10662,10667,10629,10618,10703
37,045,North Carolina,Cleveland County,97989,97558,97440,97006,97007,96879
37,047,North Carolina,Columbus County,57925,57811,57572,57136,56938,56694
37,049,North Carolina,Craven County,103939,104705,105327,104419,104350,103451
37,051,North Carolina,Cumberland County,320150,323865,323143,326354,325814,323838
37,053,North Carolina,Currituck County,23663,23900,24032,24340,24927,25263
37,055,North Carolina,Dare County,33986,34193,34463,34913,35083,35663
37,057,North Carolina,Davidson County,162884,163340,163516,163788,164067,164622
37,059,North Carolina,Davie County,41281,41344,41325,41490,41322,41753
37,061,North Carolina,Duplin County,58690,59395,59595,59499,59618,59159
37,063,North Carolina,Durham County,270878,276552,282614,288642,295323,300952
37,065,North Carolina,Edgecombe County,56607,56096,55735,55522,54898,54150
37,067,North Carolina,Forsyth County,351463,354510,357919,361379,365593,369019
37,069,North Carolina,Franklin County,60837,61109,61586,62272,62805,63710
37,071,North Carolina,Gaston County,206077,206943,208161,209450,211040,213442
37,073,North Carolina,Gates County,12160,12070,11911,11657,11550,11431
37,075,North Carolina,Graham County,8869,8789,8705,8737,8651,8616
37,077,North Carolina,Granville County,57652,57673,57782,58061,58357,58674
37,079,North Carolina,Greene County,21372,21675,21383,21199,21247,21134
37,081,North Carolina,Guilford County,489489,495126,501029,507100,512959,517600
37,083,North Carolina,Halifax County,54532,54248,53927,53387,53019,52456
37,085,North Carolina,Harnett County,115728,119189,122237,125168,126865,128140
37,087,North Carolina,Haywood County,58958,58703,58781,59120,59380,59868
37,089,North Carolina,Henderson County,106951,107514,108081,109404,110939,112655
37,091,North Carolina,Hertford County,24599,24493,24395,24389,24380,24184
37,093,North Carolina,Hoke County,47473,49472,50462,51125,51644,52671
37,095,North Carolina,Hyde County,5813,5830,5733,5715,5661,5526
37,097,North Carolina,Iredell County,159798,161111,162774,164756,166822,169866
37,099,North Carolina,Jackson County,40345,40204,40565,41030,40998,41265
37,101,North Carolina,Johnston County,169643,172791,174812,177758,180959,185660
37,103,North Carolina,Jones County,10078,10265,10277,10202,10074,10013
37,105,North Carolina,Lee County,57887,58552,59365,59927,59588,59660
37,107,North Carolina,Lenoir County,59450,59425,59142,58840,58399,58106
37,109,North Carolina,Lincoln County,78406,78539,78963,79475,79880,81035
37,111,North Carolina,McDowell County,45071,44957,44969,44936,44954,44989
37,113,North Carolina,Macon County,33941,33848,33836,33819,33889,34201
37,115,North Carolina,Madison County,20777,20825,20878,21125,21166,21139
37,117,North Carolina,Martin County,24460,24237,23892,23709,23448,23357
37,119,North Carolina,Mecklenburg County,923314,945108,968428,991904,1011928,1034070
37,121,North Carolina,Mitchell County,15535,15376,15375,15323,15330,15246
37,123,North Carolina,Montgomery County,27744,27862,27653,27531,27410,27548
37,125,North Carolina,Moore County,88607,89384,90347,91564,93066,94352
37,127,North Carolina,Nash County,95840,95711,95255,94475,94249,93919
37,129,North Carolina,New Hanover County,203298,205970,209219,213324,216585,220358
37,131,North Carolina,Northampton County,21996,21960,21303,20797,20567,20426
37,133,North Carolina,Onslow County,179595,177857,183769,185560,185267,186311
