STATE|COUNTY|STNAME|CTYNAME|CENSUS2010POP|POPESTIMATE2014
17|105|Illinois|Livingston County|38950|37903
17|107|Illinois|Logan County|30305|29746
17|109|Illinois|McDonough County|32612|31880
17|111|Illinois|McHenry County|308760|307283
17|113|Illinois|McLean County|169572|174061
17|115|Illinois|Macon County|110768|108350
17|117|Illinois|Macoupin County|47765|46453
17|119|Illinois|Madison County|269282|266560
17|121|Illinois|Marion County|39437|38571
17|123|Illinois|Marshall County|12640|12014
17|125|Illinois|Mason County|14666|13898
17|127|Illinois|Massac County|15429|14905
17|129|Illinois|Menard County|12705|12570
17|131|Illinois|Mercer County|16434|15945
17|133|Illinois|Monroe County|32957|33722
17|135|Illinois|Montgomery County|30104|29359
17|137|Illinois|Morgan County|35547|34929
17|139|Illinois|Moultrie County|14846|14837
17|141|Illinois|Ogle County|53497|52085
17|143|Illinois|Peoria County|186494|187319
17|145|Illinois|Perry County|22350|21672
17|147|Illinois|Piatt County|16729|16431
17|149|Illinois|Pike County|16430|16022
17|151|Illinois|Pope County|4470|4276
17|153|Illinois|Pulaski County|6161|5815
17|155|Illinois|Putnam County|6006|5814
17|157|Illinois|Randolph County|33476|32869
17|159|Illinois|Richland County|16233|16061
17|161|Illinois|Rock Island County|147546|146063
17|163|Illinois|St. Clair County|270056|265729
17|165|Illinois|Saline County|24913|24612
17|167|Illinois|Sangamon County|197465|198997
17|169|Illinois|Schuyler County|7544|7330
17|171|Illinois|Scott County|5355|5204
17|173|Illinois|Shelby County|22363|22048
17|175|Illinois|Stark County|5994|5813
17|177|Illinois|Stephenson County|47711|46435
17|179|Illinois|Tazewell County|135394|135707
17|181|Illinois|Union County|17808|17447
17|183|Illinois|Vermilion County|81625|79728
17|185|Illinois|Wabash County|11947|11549
17|187|Illinois|Warren County|17707|17874
17|189|Illinois|Washington County|14716|14337
17|191|Illinois|Wayne County|16760|16543
17|193|Illinois|White County|14665|14374
17|195|Illinois|Whiteside County|58498|56876
17|197|Illinois|Will County|677560|685419
17|199|Illinois|Williamson County|66357|67008
17|201|Illinois|Winnebago County|295266|288542
17|203|Illinois|Woodford County|38664|39187
18|000|Indiana|Indiana|6483802|6596855
18|001|Indiana|Adams County|34387|34791
18|003|Indiana|Allen County|355329|365918
18|005|Indiana|Bartholomew County|76794|80217
18|007|Indiana|Benton County|8854|8700
18|009|Indiana|Blackford County|12766|12401
18|011|Indiana|Boone County|56640|61915
18|013|Indiana|Brown County|15242|14962
18|015|Indiana|Carroll County|20155|19923
18|017|Indiana|Cass County|38966|38438
18|019|Indiana|Clark County|110232|114262
18|021|Indiana|Clay County|26890|26562
18|023|Indiana|Clinton County|33224|32776
18|025|Indiana|Crawford County|10713|10655
18|027|Indiana|Daviess County|31648|32729
18|029|Indiana|Dearborn County|50047|49506
18|031|Indiana|Decatur County|25740|26524
18|033|Indiana|DeKalb County|42223|42383
18|035|Indiana|Delaware County|117671|117074
18|037|Indiana|Dubois County|41889|42345
18|039|Indiana|Elkhart County|197559|201971
18|041|Indiana|Fayette County|24277|23468
18|043|Indiana|Floyd County|74578|76179
18|045|Indiana|Fountain County|17240|16658
18|047|Indiana|Franklin County|23087|22934
18|049|Indiana|Fulton County|20836|20500
18|051|Indiana|Gibson County|33503|33759
18|053|Indiana|Grant County|70061|68569
18|055|Indiana|Greene County|33165|32726
18|057|Indiana|Hamilton County|274569|302623
18|059|Indiana|Hancock County|70002|71978
18|061|Indiana|Harrison County|39364|39299
18|063|Indiana|Hendricks County|145448|156056
18|065|Indiana|Henry County|49462|48995
18|067|Indiana|Howard County|82752|82982
18|069|Indiana|Huntington County|37124|36706
18|071|Indiana|Jackson County|42376|43705
18|073|Indiana|Jasper County|33478|33475
18|075|Indiana|Jay County|21253|21179
18|077|Indiana|Jefferson County|32428|32494
18|079|Indiana|Jennings County|28525|28000
18|081|Indiana|Johnson County|139654|147538
18|083|Indiana|Knox County|38440|37938
18|085|Indiana|Kosciusko County|77358|78564
18|087|Indiana|LaGrange County|37128|38436
18|089|Indiana|Lake County|496005|490228
18|091|Indiana|LaPorte County|111467|111444
18|093|Indiana|Lawrence County|46134|45704
18|095|Indiana|Madison County|131636|130069
18|097|Indiana|Marion County|903393|934243
18|099|Indiana|Marshall County|47051|47107
18|101|Indiana|Martin County|10334|10203
18|103|Indiana|Miami County|36903|35954
18|105|Indiana|Monroe County|137974|143339
18|107|Indiana|Montgomery County|38124|38146
18|109|Indiana|Morgan County|68894|69693
18|111|Indiana|Newton County|14244|14156
18|113|Indiana|Noble County|47536|47618
18|115|Indiana|Ohio County|6128|6035
18|117|Indiana|Orange County|19840|19626
18|119|Indiana|Owen County|21575|20969
18|121|Indiana|Parke County|17339|17233
18|123|Indiana|Perry County|19338|19454
18|125|Indiana|Pike County|12845|12624
18|127|Indiana|Porter County|164343|167076
18|129|Indiana|Posey County|25910|25540
18|131|Indiana|Pulaski County|13402|12967
18|133|Indiana|Putnam County|37963|37618
18|135|Indiana|Randolph County|26171|25384
18|137|Indiana|Ripley County|28818|28497
18|139|Indiana|Rush County|17392|16892
18|141|Indiana|St. Joseph County|266931|267618
18|143|Indiana|Scott County|24181|23712
18|145|Indiana|Shelby County|44436|44579
18|147|Indiana|Spencer County|20952|20801
18|149|Indiana|Starke County|23363|23074
18|151|Indiana|Steuben County|34185|34308
18|153|Indiana|Sullivan County|21475|21050
18|155|Indiana|Switzerland County|10613|10452
18|157|Indiana|Tippecanoe County|172780|183074
18|159|Indiana|Tipton County|15936|15415
18|161|Indiana|Union County|7516|7246
18|163|Indiana|Vanderburgh County|179703|182006
18|165|Indiana|Vermillion County|16212|15693
18|167|Indiana|Vigo County|107848|108175
18|169|Indiana|Wabash County|32888|32252
18|171|Indiana|Warren County|8508|8352
18|173|Indiana|Warrick County|59689|61149
18|175|Indiana|Washington County|28262|27878
18|177|Indiana|Wayne County|68917|67671
18|179|Indiana|Wells County|27636|27862
18|181|Indiana|White County|24643|24453
18|183|Indiana|Whitley County|33292|33403
19|000|Iowa|Iowa|3046355|3107126
19|001|Iowa|Adair County|7682|7454
19|003|Iowa|Adams County|4029|3875
19|005|Iowa|Allamakee County|14330|14038
19|007|Iowa|Appanoose County|12887|12661
19|009|Iowa|Audubon County|6119|5794
19|011|Iowa|Benton County|26076|25680
19|013|Iowa|Black Hawk County|131090|132897
19|015|Iowa|Boone County|26306|26433
19|017|Iowa|Bremer County|24276|24721
19|019|Iowa|Buchanan County|20958|21038
19|021|Iowa|Buena Vista County|20260|20578
19|023|Iowa|Butler County|14867|15006
19|025|Iowa|Calhoun County|9670|9866
19|027|Iowa|Carroll County|20816|20562
19|029|Iowa|Cass County|13956|13448
19|031|Iowa|Cedar County|18499|18411
19|033|Iowa|Cerro Gordo County|44151|43254
19|035|Iowa|Cherokee County|12072|11836
19|037|Iowa|Chickasaw County|12439|12264
19|039|Iowa|Clarke County|9286|9217
19|041|Iowa|Clay County|16667|16515
19|043|Iowa|Clayton County|18129|17692
19|045|Iowa|Clinton County|49116|48051
19|047|Iowa|Crawford County|17096|17228
19|049|Iowa|Dallas County|66135|77400
19|051|Iowa|Davis County|8753|8781
19|053|Iowa|Decatur County|8457|8263
19|055|Iowa|Delaware County|17764|17398
19|057|Iowa|Des Moines County|40325|40255
19|059|Iowa|Dickinson County|16667|16935
19|061|Iowa|Dubuque County|93653|96370
19|063|Iowa|Emmet County|10302|9990
19|065|Iowa|Fayette County|20880|20343
19|067|Iowa|Floyd County|16303|16077
19|069|Iowa|Franklin County|10680|10436
19|071|Iowa|Fremont County|7441|7022
19|073|Iowa|Greene County|9336|9200
19|075|Iowa|Grundy County|12453|12375
19|077|Iowa|Guthrie County|10954|10722
19|079|Iowa|Hamilton County|15673|15117
19|081|Iowa|Hancock County|11341|11027
19|083|Iowa|Hardin County|17534|17311
19|085|Iowa|Harrison County|14928|14324
19|087|Iowa|Henry County|20145|20217
19|089|Iowa|Howard County|9566|9449
19|091|Iowa|Humboldt County|9815|9640
19|093|Iowa|Ida County|7089|7042
19|095|Iowa|Iowa County|16355|16375
19|097|Iowa|Jackson County|19848|19482
19|099|Iowa|Jasper County|36842|36872
19|101|Iowa|Jefferson County|16843|17325
19|103|Iowa|Johnson County|130882|142287
19|105|Iowa|Jones County|20638|20454
19|107|Iowa|Keokuk County|10511|10231
19|109|Iowa|Kossuth County|15543|15222
19|111|Iowa|Lee County|35862|35286
19|113|Iowa|Linn County|211226|217751
19|115|Iowa|Louisa County|11387|11161
19|117|Iowa|Lucas County|8898|8701
19|119|Iowa|Lyon County|11581|11683
19|121|Iowa|Madison County|15679|15609
19|123|Iowa|Mahaska County|22381|22370
19|125|Iowa|Marion County|33309|33365
19|127|Iowa|Marshall County|40648|40866
19|129|Iowa|Mills County|15059|14831
19|131|Iowa|Mitchell County|10776|10779
19|133|Iowa|Monona County|9243|8996
19|135|Iowa|Monroe County|7970|8001
19|137|Iowa|Montgomery County|10740|10421
19|139|Iowa|Muscatine County|42745|42903
19|141|Iowa|O'Brien County|14398|14056
19|143|Iowa|Osceola County|6462|6218
19|145|Iowa|Page County|15932|15496
19|147|Iowa|Palo Alto County|9421|9099
19|149|Iowa|Plymouth County|24986|24874
19|151|Iowa|Pocahontas County|7310|7138
19|153|Iowa|Polk County|430640|459862
19|155|Iowa|Pottawattamie County|93158|93128
19|157|Iowa|Poweshiek County|18914|18668
19|159|Iowa|Ringgold County|5131|5051
19|161|Iowa|Sac County|10350|10035
19|163|Iowa|Scott County|165224|171387
19|165|Iowa|Shelby County|12167|11948
19|167|Iowa|Sioux County|33704|34681
19|169|Iowa|Story County|89542|94073
19|171|Iowa|Tama County|17767|17451
19|173|Iowa|Taylor County|6317|6143
19|175|Iowa|Union County|12534|12516
19|177|Iowa|Van Buren County|7570|7468
19|179|Iowa|Wapello County|35625|35212
19|181|Iowa|Warren County|46225|47956
19|183|Iowa|Washington County|21704|22070
19|185|Iowa|Wayne County|6403|6395
19|187|Iowa|Webster County|38013|36955
19|189|Iowa|Winnebago County|10866|10559
19|191|Iowa|Winneshiek County|21056|20768
19|193|Iowa|Woodbury County|102172|102271
19|195|Iowa|Worth County|7598|7624
19|197|Iowa|Wright County|13229|12840
20|000|Kansas|Kansas|2853118|2904021
20|001|Kansas|Allen County|13371|12909
20|003|Kansas|Anderson County|8102|7883
20|005|Kansas|Atchison County|16924|16513
20|007|Kansas|Barber County|4861|4897
20|009|Kansas|Barton County|27674|27385
20|011|Kansas|Bourbon County|15173|14772
20|013|Kansas|Brown County|9984|9815
20|015|Kansas|Butler County|65880|66227
20|017|Kansas|Chase County|2790|2692
20|019|Kansas|Chautauqua County|3669|3481
20|021|Kansas|Cherokee County|21603|20787
20|023|Kansas|Cheyenne County|2726|2693
20|025|Kansas|Clark County|2215|2144
20|027|Kansas|Clay County|8535|8317
20|029|Kansas|Cloud County|9533|9385
20|031|Kansas|Coffey County|8601|8433
20|033|Kansas|Comanche County|1891|1954
20|035|Kansas|Cowley County|36311|35963
20|037|Kansas|Crawford County|39134|39290
20|039|Kansas|Decatur County|2961|2908
20|041|Kansas|Dickinson County|19754|19394
20|043|Kansas|Doniphan County|7945|7874
20|045|Kansas|Douglas County|110826|116585
20|047|Kansas|Edwards County|3037|3030
20|049|Kansas|Elk County|2882|2694
20|051|Kansas|Ellis County|28452|29013
20|053|Kansas|Ellsworth County|6497|6392
20|055|Kansas|Finney County|36776|37184
20|057|Kansas|Ford County|33848|34795
20|059|Kansas|Franklin County|25992|25611
20|061|Kansas|Geary County|34362|36713
20|063|Kansas|Gove County|2695|2727
20|065|Kansas|Graham County|2597|2566
20|067|Kansas|Grant County|7829|7816
20|069|Kansas|Gray County|6006|6082
20|071|Kansas|Greeley County|1247|1301
20|073|Kansas|Greenwood County|6689|6328
20|075|Kansas|Hamilton County|2690|2603
20|077|Kansas|Harper County|6034|5818
20|079|Kansas|Harvey County|34684|34820
20|081|Kansas|Haskell County|4256|4106
20|083|Kansas|Hodgeman County|1916|1916
20|085|Kansas|Jackson County|13462|13539
20|087|Kansas|Jefferson County|19126|18855
20|089|Kansas|Jewell County|3077|3043
20|091|Kansas|Johnson County|544179|574272
20|093|Kansas|Kearny County|3977|3915
20|095|Kansas|Kingman County|7858|7698
20|097|Kansas|Kiowa County|2553|2513
20|099|Kansas|Labette County|21607|20960
20|101|Kansas|Lane County|1750|1687
20|103|Kansas|Leavenworth County|76227|78797
20|105|Kansas|Lincoln County|3241|3167
20|107|Kansas|Linn County|9656|9502
20|109|Kansas|Logan County|2756|2794
20|111|Kansas|Lyon County|33690|33212
20|113|Kansas|McPherson County|29180|29241
20|115|Kansas|Marion County|12660|12208
20|117|Kansas|Marshall County|10117|10006
20|119|Kansas|Meade County|4575|4357
20|121|Kansas|Miami County|32787|32822
20|123|Kansas|Mitchell County|6373|6284
20|125|Kansas|Montgomery County|35471|34065
20|127|Kansas|Morris County|5923|5698
20|129|Kansas|Morton County|3233|3110
20|131|Kansas|Nemaha County|10178|10148
20|133|Kansas|Neosho County|16512|16416
20|135|Kansas|Ness County|3107|3105
20|137|Kansas|Norton County|5671|5560
20|139|Kansas|Osage County|16295|15936
20|141|Kansas|Osborne County|3858|3756
20|143|Kansas|Ottawa County|6091|6065
20|145|Kansas|Pawnee County|6973|6916
20|147|Kansas|Phillips County|5642|5533
20|149|Kansas|Pottawatomie County|21604|22897
20|151|Kansas|Pratt County|9656|9850
20|153|Kansas|Rawlins County|2519|2584
20|155|Kansas|Reno County|64511|63794
20|157|Kansas|Republic County|4980|4803
20|159|Kansas|Rice County|10083|10015
20|161|Kansas|Riley County|71115|75194
20|163|Kansas|Rooks County|5181|5155
20|165|Kansas|Rush County|3307|3197
20|167|Kansas|Russell County|6970|6956
20|169|Kansas|Saline County|55606|55755
20|171|Kansas|Scott County|4936|5080
20|173|Kansas|Sedgwick County|498365|508803
20|175|Kansas|Seward County|22952|23465
20|177|Kansas|Shawnee County|177934|178406
20|179|Kansas|Sheridan County|2556|2539
20|181|Kansas|Sherman County|6010|6110
20|183|Kansas|Smith County|3853|3769
20|185|Kansas|Stafford County|4437|4297
20|187|Kansas|Stanton County|2235|2111
20|189|Kansas|Stevens County|5724|5801
20|191|Kansas|Sumner County|24132|23528
20|193|Kansas|Thomas County|7900|7891
20|195|Kansas|Trego County|3001|2902
20|197|Kansas|Wabaunsee County|7053|7022
20|199|Kansas|Wallace County|1485|1506
20|201|Kansas|Washington County|5799|5598
20|203|Kansas|Wichita County|2234|2176
20|205|Kansas|Wilson County|9409|9028
20|207|Kansas|Woodson County|3309|3157
20|209|Kansas|Wyandotte County|157505|161636
21|000|Kentucky|Kentucky|4339367|4413457
21|001|Kentucky|Adair County|18656|19204
21|003|Kentucky|Allen County|19956|20384
21|005|Kentucky|Anderson County|21421|21888
21|007|Kentucky|Ballard County|8249|8240
21|009|Kentucky|Barren County|42173|43148
21|011|Kentucky|Bath County|11591|12206
21|013|Kentucky|Bell County|28691|27778
21|015|Kentucky|Boone County|118811|126413
21|017|Kentucky|Bourbon County|19985|19972
21|019|Kentucky|Boyd County|49542|48832
21|021|Kentucky|Boyle County|28432|29706
21|023|Kentucky|Bracken County|8488|8406
21|025|Kentucky|Breathitt County|13878|13409
21|027|Kentucky|Breckinridge County|20059|19888
21|029|Kentucky|Bullitt County|74319|77955
21|031|Kentucky|Butler County|12690|12875
21|033|Kentucky|Caldwell County|12984|12725
21|035|Kentucky|Calloway County|37191|38282
21|037|Kentucky|Campbell County|90336|91833
21|039|Kentucky|Carlisle County|5104|4978
21|041|Kentucky|Carroll County|10811|10815
21|043|Kentucky|Carter County|27720|27223
21|045|Kentucky|Casey County|15955|15891
21|047|Kentucky|Christian County|73955|74250
21|049|Kentucky|Clark County|35613|35758
21|051|Kentucky|Clay County|21730|21147
21|053|Kentucky|Clinton County|10272|10165
21|055|Kentucky|Crittenden County|9315|9224
21|057|Kentucky|Cumberland County|6856|6745
21|059|Kentucky|Daviess County|96656|98275
21|061|Kentucky|Edmonson County|12161|12013
21|063|Kentucky|Elliott County|7852|7672
21|065|Kentucky|Estill County|14672|14447
21|067|Kentucky|Fayette County|295803|310797
21|069|Kentucky|Fleming County|14348|14545
21|071|Kentucky|Floyd County|39451|38108
21|073|Kentucky|Franklin County|49285|49880
21|075|Kentucky|Fulton County|6813|6265
21|077|Kentucky|Gallatin County|8589|8589
21|079|Kentucky|Garrard County|16912|16858
21|081|Kentucky|Grant County|24662|24875
21|083|Kentucky|Graves County|37121|37618
21|085|Kentucky|Grayson County|25746|26194
21|087|Kentucky|Green County|11258|11043
21|089|Kentucky|Greenup County|36910|36308
21|091|Kentucky|Hancock County|8565|8753
21|093|Kentucky|Hardin County|105543|108266
21|095|Kentucky|Harlan County|29278|28163
21|097|Kentucky|Harrison County|18846|18592
21|099|Kentucky|Hart County|18199|18597
21|101|Kentucky|Henderson County|46250|46467
21|103|Kentucky|Henry County|15416|15572
21|105|Kentucky|Hickman County|4902|4734
21|107|Kentucky|Hopkins County|46920|46376
21|109|Kentucky|Jackson County|13494|13289
21|111|Kentucky|Jefferson County|741096|760026
21|113|Kentucky|Jessamine County|48586|50815
21|115|Kentucky|Johnson County|23356|23262
21|117|Kentucky|Kenton County|159720|163929
21|119|Kentucky|Knott County|16346|15892
21|121|Kentucky|Knox County|31883|31798
21|123|Kentucky|Larue County|14193|14180
21|125|Kentucky|Laurel County|58849|60015
21|127|Kentucky|Lawrence County|15860|15804
21|129|Kentucky|Lee County|7887|7594
21|131|Kentucky|Leslie County|11310|10918
21|133|Kentucky|Letcher County|24519|23359
21|135|Kentucky|Lewis County|13870|13880
21|137|Kentucky|Lincoln County|24742|24445
21|139|Kentucky|Livingston County|9519|9359
21|141|Kentucky|Logan County|26835|26867
21|143|Kentucky|Lyon County|8314|8430
21|145|Kentucky|McCracken County|65565|65316
21|147|Kentucky|McCreary County|18306|17863
21|149|Kentucky|McLean County|9531|9478
21|151|Kentucky|Madison County|82916|87340
21|153|Kentucky|Magoffin County|13333|12913
21|155|Kentucky|Marion County|19820|20007
21|157|Kentucky|Marshall County|31448|30953
21|159|Kentucky|Martin County|12929|12537
21|161|Kentucky|Mason County|17490|17166
21|163|Kentucky|Meade County|28602|29139
21|165|Kentucky|Menifee County|6306|6287
21|167|Kentucky|Mercer County|21331|21319
21|169|Kentucky|Metcalfe County|10099|9990
21|171|Kentucky|Monroe County|10963|10704
21|173|Kentucky|Montgomery County|26499|27474
21|175|Kentucky|Morgan County|13923|13303
21|177|Kentucky|Muhlenberg County|31499|31207
21|179|Kentucky|Nelson County|43437|44812
21|181|Kentucky|Nicholas County|7135|7041
21|183|Kentucky|Ohio County|23842|23977
21|185|Kentucky|Oldham County|60316|63490
21|187|Kentucky|Owen County|10841|10645
21|189|Kentucky|Owsley County|4755|4508
21|191|Kentucky|Pendleton County|14877|14493
21|193|Kentucky|Perry County|28712|27597
21|195|Kentucky|Pike County|65024|63034
21|197|Kentucky|Powell County|12613|12434
21|199|Kentucky|Pulaski County|63063|63825
21|201|Kentucky|Robertson County|2282|2197
21|203|Kentucky|Rockcastle County|17056|16826
21|205|Kentucky|Rowan County|23333|23655
21|207|Kentucky|Russell County|17565|17774
21|209|Kentucky|Scott County|47173|51284
21|211|Kentucky|Shelby County|42074|44875
21|213|Kentucky|Simpson County|17327|17826
21|215|Kentucky|Spencer County|17061|17668
21|217|Kentucky|Taylor County|24512|25257
21|219|Kentucky|Todd County|12460|12520
21|221|Kentucky|Trigg County|14339|14142
21|223|Kentucky|Trimble County|8809|8786
21|225|Kentucky|Union County|15007|15165
21|227|Kentucky|Warren County|113792|120460
21|229|Kentucky|Washington County|11717|11959
21|231|Kentucky|Wayne County|20813|20486
21|233|Kentucky|Webster County|13621|13236
21|235|Kentucky|Whitley County|35637|35503
21|237|Kentucky|Wolfe County|7355|7214
21|239|Kentucky|Woodford County|24939|25563
22|000|Louisiana|Louisiana|4533372|4649676
22|001|Louisiana|Acadia Parish|61773|62486
22|003|Louisiana|Allen Parish|25764|25713
22|005|Louisiana|Ascension Parish|107215|117029
22|007|Louisiana|Assumption Parish|23421|23034
22|009|Louisiana|Avoyelles Parish|42073|41145
22|011|Louisiana|Beauregard Parish|35654|36198
22|013|Louisiana|Bienville Parish|14353|13885
22|015|Louisiana|Bossier Parish|116979|125064
22|017|Louisiana|Caddo Parish|254969|252603
22|019|Louisiana|Calcasieu Parish|192768|197204
22|021|Louisiana|Caldwell Parish|10132|9894
22|023|Louisiana|Cameron Parish|6839|6679
22|025|Louisiana|Catahoula Parish|10407|10151
22|027|Louisiana|Claiborne Parish|17195|16412
22|029|Louisiana|Concordia Parish|20822|20466
22|031|Louisiana|De Soto Parish|26656|27142
22|033|Louisiana|East Baton Rouge Parish|440171|446042
22|035|Louisiana|East Carroll Parish|7759|7487
22|037|Louisiana|East Feliciana Parish|20267|19813
22|039|Louisiana|Evangeline Parish|33984|33700
22|041|Louisiana|Franklin Parish|20767|20441
22|043|Louisiana|Grant Parish|22309|22384
22|045|Louisiana|Iberia Parish|73240|73913
22|047|Louisiana|Iberville Parish|33387|33327
22|049|Louisiana|Jackson Parish|16274|15994
22|051|Louisiana|Jefferson Parish|432552|435716
22|053|Louisiana|Jefferson Davis Parish|31594|31477
22|055|Louisiana|Lafayette Parish|221578|235644
22|057|Louisiana|Lafourche Parish|96318|98020
22|059|Louisiana|LaSalle Parish|14890|14839
22|061|Louisiana|Lincoln Parish|46735|47617
22|063|Louisiana|Livingston Parish|128026|135751
22|065|Louisiana|Madison Parish|12093|11843
22|067|Louisiana|Morehouse Parish|27979|26760
22|069|Louisiana|Natchitoches Parish|39566|39166
22|071|Louisiana|Orleans Parish|343829|384320
22|073|Louisiana|Ouachita Parish|153720|156325
22|075|Louisiana|Plaquemines Parish|23042|23447
22|077|Louisiana|Pointe Coupee Parish|22802|22406
22|079|Louisiana|Rapides Parish|131613|132488
22|081|Louisiana|Red River Parish|9091|8669
22|083|Louisiana|Richland Parish|20725|20740
22|085|Louisiana|Sabine Parish|24233|24199
22|087|Louisiana|St. Bernard Parish|35897|44409
22|089|Louisiana|St. Charles Parish|52780|52745
22|091|Louisiana|St. Helena Parish|11203|10619
22|093|Louisiana|St. James Parish|22102|21638
22|095|Louisiana|St. John the Baptist Parish|45924|43745
22|097|Louisiana|St. Landry Parish|83384|83709
22|099|Louisiana|St. Martin Parish|52160|53315
22|101|Louisiana|St. Mary Parish|54650|53162
22|103|Louisiana|St. Tammany Parish|233740|245829
22|105|Louisiana|Tangipahoa Parish|121097|127049
22|107|Louisiana|Tensas Parish|5252|4830
22|109|Louisiana|Terrebonne Parish|111860|113328
22|111|Louisiana|Union Parish|22721|22539
22|113|Louisiana|Vermilion Parish|57999|59616
22|115|Louisiana|Vernon Parish|52334|52132
22|117|Louisiana|Washington Parish|47168|46286
22|119|Louisiana|Webster Parish|41207|40333
22|121|Louisiana|West Baton Rouge Parish|23788|25085
22|123|Louisiana|West Carroll Parish|11604|11525
22|125|Louisiana|West Feliciana Parish|15625|15406
22|127|Louisiana|Winn Parish|15313|14743
23|000|Maine|Maine|1328361|1330089
23|001|Maine|Androscoggin County|107702|107440
23|003|Maine|Aroostook County|71870|69447
23|005|Maine|Cumberland County|281674|287797
23|007|Maine|Franklin County|30768|30296
23|009|Maine|Hancock County|54418|54696
23|011|Maine|Kennebec County|122151|121112
23|013|Maine|Knox County|39736|39676
23|015|Maine|Lincoln County|34457|34170
23|017|Maine|Oxford County|57833|57238
23|019|Maine|Penobscot County|153923|153414
23|021|Maine|Piscataquis County|17535|17026
23|023|Maine|Sagadahoc County|35293|35045
23|025|Maine|Somerset County|52228|51163
23|027|Maine|Waldo County|38786|39051
23|029|Maine|Washington County|32856|31808
23|031|Maine|York County|197131|200710
24|000|Maryland|Maryland|5773552|5976407
24|001|Maryland|Allegany County|75087|72952
24|003|Maryland|Anne Arundel County|537656|560133
24|005|Maryland|Baltimore County|805029|826925
24|009|Maryland|Calvert County|88737|90613
24|011|Maryland|Caroline County|33066|32538
24|013|Maryland|Carroll County|167134|167830
24|015|Maryland|Cecil County|101108|102383
24|017|Maryland|Charles County|146551|154747
24|019|Maryland|Dorchester County|32618|32578
24|021|Maryland|Frederick County|233385|243675
24|023|Maryland|Garrett County|30097|29679
24|025|Maryland|Harford County|244826|250105
24|027|Maryland|Howard County|287085|309284
24|029|Maryland|Kent County|20197|19820
24|031|Maryland|Montgomery County|971777|1030447
24|033|Maryland|Prince George's County|863420|904430
24|035|Maryland|Queen Anne's County|47798|48804
24|037|Maryland|St. Mary's County|105151|110382
24|039|Maryland|Somerset County|26470|25859
24|041|Maryland|Talbot County|37782|37643
24|043|Maryland|Washington County|147430|149573
24|045|Maryland|Wicomico County|98733|101539
24|047|Maryland|Worcester County|51454|51675
24|510|Maryland|Baltimore city|620961|622793
25|000|Massachusetts|Massachusetts|6547629|6745408
25|001|Massachusetts|Barnstable County|215888|214914
25|003|Massachusetts|Berkshire County|131219|128715
25|005|Massachusetts|Bristol County|548285|554194
25|007|Massachusetts|Dukes County|16535|17356
25|009|Massachusetts|Essex County|743159|769091
25|011|Massachusetts|Franklin County|71372|70862
25|013|Massachusetts|Hampden County|463490|468161
25|015|Massachusetts|Hampshire County|158080|160939
25|017|Massachusetts|Middlesex County|1503085|1570315
25|019|Massachusetts|Nantucket County|10172|10856
25|021|Massachusetts|Norfolk County|670850|692254
25|023|Massachusetts|Plymouth County|494919|507022
25|025|Massachusetts|Suffolk County|722023|767254
25|027|Massachusetts|Worcester County|798552|813475
26|000|Michigan|Michigan|9883640|9909877
26|001|Michigan|Alcona County|10942|10454
26|003|Michigan|Alger County|9601|9459
26|005|Michigan|Allegan County|111408|113847
26|007|Michigan|Alpena County|29598|28988
26|009|Michigan|Antrim County|23580|23267
26|011|Michigan|Arenac County|15899|15353
26|013|Michigan|Baraga County|8860|8654
26|015|Michigan|Barry County|59173|59281
26|017|Michigan|Bay County|107771|106179
26|019|Michigan|Benzie County|17525|17519
26|021|Michigan|Berrien County|156813|155233
26|023|Michigan|Branch County|45248|43545
26|025|Michigan|Calhoun County|136146|134878
26|027|Michigan|Cass County|52293|51608
26|029|Michigan|Charlevoix County|25949|26121
26|031|Michigan|Cheboygan County|26152|25675
26|033|Michigan|Chippewa County|38520|38321
26|035|Michigan|Clare County|30926|30652
26|037|Michigan|Clinton County|75382|77297
26|039|Michigan|Crawford County|14074|13745
26|041|Michigan|Delta County|37069|36559
26|043|Michigan|Dickinson County|26168|25957
26|045|Michigan|Eaton County|107759|108579
26|047|Michigan|Emmet County|32694|33204
26|049|Michigan|Genesee County|425790|412895
26|051|Michigan|Gladwin County|25692|25411
26|053|Michigan|Gogebic County|16427|15737
26|055|Michigan|Grand Traverse County|86986|90782
26|057|Michigan|Gratiot County|42476|41665
26|059|Michigan|Hillsdale County|46688|45830
26|061|Michigan|Houghton County|36628|36495
26|063|Michigan|Huron County|33118|32065
26|065|Michigan|Ingham County|280895|284582
26|067|Michigan|Ionia County|63905|64294
26|069|Michigan|Iosco County|25887|25420
26|071|Michigan|Iron County|11817|11387
26|073|Michigan|Isabella County|70311|70616
26|075|Michigan|Jackson County|160248|159741
26|077|Michigan|Kalamazoo County|250331|258818
26|079|Michigan|Kalkaska County|17153|17394
26|081|Michigan|Kent County|602622|629237
26|083|Michigan|Keweenaw County|2156|2217
26|085|Michigan|Lake County|11539|11341
26|087|Michigan|Lapeer County|88319|88153
26|089|Michigan|Leelanau County|21708|21915
26|091|Michigan|Lenawee County|99892|99047
26|093|Michigan|Livingston County|180967|185596
26|095|Michigan|Luce County|6631|6426
26|097|Michigan|Mackinac County|11113|11042
26|099|Michigan|Macomb County|840978|860112
26|101|Michigan|Manistee County|24733|24420
26|103|Michigan|Marquette County|67077|67676
